current_path,project,proposed_path,action
docs/14_FOUNDATION_MODEL_QUANTITATIVE_METRIC_VALIDATION_PLAN_KO.md,quantitative_foundation_model_validation,projects/quantitative_foundation_model_validation/docs/legacy/14_FOUNDATION_MODEL_QUANTITATIVE_METRIC_VALIDATION_PLAN_KO.md,move
docs/15_FOUNDATION_MODEL_QUANTITATIVE_VALIDATION_PREEXPERIMENT_PLAN_KO.md,quantitative_foundation_model_validation,projects/quantitative_foundation_model_validation/docs/legacy/15_FOUNDATION_MODEL_QUANTITATIVE_VALIDATION_PREEXPERIMENT_PLAN_KO.md,move
docs/16_FOUNDATION_MODEL_QUANTITATIVE_VALIDATION_PREEXPERIMENT_SESSION_PROMPT_KO.md,quantitative_foundation_model_validation,projects/quantitative_foundation_model_validation/docs/legacy/16_FOUNDATION_MODEL_QUANTITATIVE_VALIDATION_PREEXPERIMENT_SESSION_PROMPT_KO.md,move
docs/17_MEDICAL_QUANTITATIVE_METRIC_TIER_TAXONOMY_KO.md,quantitative_foundation_model_validation,projects/quantitative_foundation_model_validation/docs/legacy/17_MEDICAL_QUANTITATIVE_METRIC_TIER_TAXONOMY_KO.md,move
docs/PRECISE_PNI_CONTOUR_PROTOCOL_KO.md,precise_pni_candidate_triage,projects/precise_pni_candidate_triage/docs/legacy/PRECISE_PNI_CONTOUR_PROTOCOL_KO.md,move
docs/PRECISE_PNI_MORPHOLOGY_REREVIEW_PATHOLOGIST_MEMO_KO.md,precise_pni_candidate_triage,projects/precise_pni_candidate_triage/docs/legacy/PRECISE_PNI_MORPHOLOGY_REREVIEW_PATHOLOGIST_MEMO_KO.md,move
infrastructure/docs/superpowers/plans/2026-08-05-precise-pni-frozen-score-audit.md,REPOSITORY_GOVERNANCE,infrastructure/docs/superpowers/plans/2026-08-05-precise-pni-frozen-score-audit.md,retain
infrastructure/docs/superpowers/plans/2026-08-06-precise-pni-morphology-rereview.md,REPOSITORY_GOVERNANCE,infrastructure/docs/superpowers/plans/2026-08-06-precise-pni-morphology-rereview.md,retain
infrastructure/docs/superpowers/plans/2026-08-06-precise-pni-pathologist-handoff-memo.md,REPOSITORY_GOVERNANCE,infrastructure/docs/superpowers/plans/2026-08-06-precise-pni-pathologist-handoff-memo.md,retain
infrastructure/docs/superpowers/plans/2026-08-06-repository-codex-claude-git-init.md,REPOSITORY_GOVERNANCE,infrastructure/docs/superpowers/plans/2026-08-06-repository-codex-claude-git-init.md,retain
infrastructure/docs/superpowers/plans/2026-08-06-stability-grid-aggregation.md,REPOSITORY_GOVERNANCE,infrastructure/docs/superpowers/plans/2026-08-06-stability-grid-aggregation.md,retain
infrastructure/docs/superpowers/plans/2026-08-07-scientific-reports-manuscript-redesign.md,REPOSITORY_GOVERNANCE,infrastructure/docs/superpowers/plans/2026-08-07-scientific-reports-manuscript-redesign.md,retain
infrastructure/docs/superpowers/specs/2026-08-05-precise-pni-frozen-score-audit-design.md,REPOSITORY_GOVERNANCE,infrastructure/docs/superpowers/specs/2026-08-05-precise-pni-frozen-score-audit-design.md,retain
infrastructure/docs/superpowers/specs/2026-08-06-precise-pni-morphology-rereview-design.md,REPOSITORY_GOVERNANCE,infrastructure/docs/superpowers/specs/2026-08-06-precise-pni-morphology-rereview-design.md,retain
infrastructure/docs/superpowers/specs/2026-08-06-precise-pni-pathologist-memo-roadmap-design.md,REPOSITORY_GOVERNANCE,infrastructure/docs/superpowers/specs/2026-08-06-precise-pni-pathologist-memo-roadmap-design.md,retain
infrastructure/docs/superpowers/specs/2026-08-06-repository-codex-claude-git-init-design.md,REPOSITORY_GOVERNANCE,infrastructure/docs/superpowers/specs/2026-08-06-repository-codex-claude-git-init-design.md,retain
infrastructure/docs/superpowers/specs/2026-08-07-scientific-reports-manuscript-redesign-design.md,REPOSITORY_GOVERNANCE,infrastructure/docs/superpowers/specs/2026-08-07-scientific-reports-manuscript-redesign-design.md,retain
environment.yml,REPOSITORY_ROOT,environment.yml,retain
handoverprompts-20260805.md,UNRESOLVED,handoverprompts-20260805.md,review
resources/projects/prostate_biomarker_validation/model_workspace/aggregate_stability_grid.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/aggregate_stability_grid.py,move
resources/projects/prostate_biomarker_validation/model_workspace/ar_site_characteristics.csv,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/ar_site_characteristics.csv,move
resources/projects/prostate_biomarker_validation/model_workspace/ar_site_forest_summary.csv,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/ar_site_forest_summary.csv,move
resources/projects/prostate_biomarker_validation/model_workspace/ar_slide_metadata_availability.csv,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/ar_slide_metadata_availability.csv,move
resources/projects/prostate_biomarker_validation/model_workspace/ar_spop_evidence_manifest.csv,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/ar_spop_evidence_manifest.csv,move
resources/projects/prostate_biomarker_validation/model_workspace/ar_spop_evidence_run_config.json,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/ar_spop_evidence_run_config.json,move
resources/projects/prostate_biomarker_validation/model_workspace/audit_precise_pni_frozen_scores.py,precise_pni_candidate_triage,projects/precise_pni_candidate_triage/code/audit_precise_pni_frozen_scores.py,move
resources/projects/prostate_biomarker_validation/model_workspace/build_ar_spop_evidence_closure.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/build_ar_spop_evidence_closure.py,move
resources/projects/prostate_biomarker_validation/model_workspace/build_marker7_survival_paired_analysis.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/build_marker7_survival_paired_analysis.py,move
resources/projects/prostate_biomarker_validation/model_workspace/build_precise_pni_contour_review.py,precise_pni_candidate_triage,projects/precise_pni_candidate_triage/code/build_precise_pni_contour_review.py,move
resources/projects/prostate_biomarker_validation/model_workspace/build_precise_pni_morphology_review.py,precise_pni_candidate_triage,projects/precise_pni_candidate_triage/code/build_precise_pni_morphology_review.py,move
resources/projects/prostate_biomarker_validation/model_workspace/build_precise_pni_review_html.py,precise_pni_candidate_triage,projects/precise_pni_candidate_triage/code/build_precise_pni_review_html.py,move
resources/projects/prostate_biomarker_validation/model_workspace/build_revision_global_fdr.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/build_revision_global_fdr.py,move
resources/projects/prostate_biomarker_validation/model_workspace/build_revision_p0_artifacts.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/build_revision_p0_artifacts.py,move
resources/projects/prostate_biomarker_validation/model_workspace/build_stability_grid_spec.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/build_stability_grid_spec.py,move
resources/projects/prostate_biomarker_validation/model_workspace/build_tcga_cdr_pfi_evidence.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/build_tcga_cdr_pfi_evidence.py,move
resources/projects/prostate_biomarker_validation/model_workspace/confounder_nested_bootstrap.csv,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/confounder_nested_bootstrap.csv,move
resources/projects/prostate_biomarker_validation/model_workspace/confounder_nested_folds.csv,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/confounder_nested_folds.csv,move
resources/projects/prostate_biomarker_validation/model_workspace/confounder_nested_predictions.csv,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/confounder_nested_predictions.csv,move
resources/projects/prostate_biomarker_validation/model_workspace/confounder_nested_summary.csv,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/confounder_nested_summary.csv,move
resources/projects/prostate_biomarker_validation/model_workspace/confounder_nested_virchow_bootstrap.csv,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/confounder_nested_virchow_bootstrap.csv,move
resources/projects/prostate_biomarker_validation/model_workspace/confounder_nested_virchow_folds.csv,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/confounder_nested_virchow_folds.csv,move
resources/projects/prostate_biomarker_validation/model_workspace/confounder_nested_virchow_predictions.csv,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/confounder_nested_virchow_predictions.csv,move
resources/projects/prostate_biomarker_validation/model_workspace/confounder_nested_virchow_summary.csv,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/confounder_nested_virchow_summary.csv,move
resources/projects/prostate_biomarker_validation/model_workspace/confounder_refit_permutation_final2000_null.csv,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/confounder_refit_permutation_final2000_null.csv,move
resources/projects/prostate_biomarker_validation/model_workspace/confounder_refit_permutation_final2000_summary.csv,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/confounder_refit_permutation_final2000_summary.csv,move
resources/projects/prostate_biomarker_validation/model_workspace/confounder_refit_permutation_pilot200_null.csv,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/confounder_refit_permutation_pilot200_null.csv,move
resources/projects/prostate_biomarker_validation/model_workspace/confounder_refit_permutation_pilot200_summary.csv,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/confounder_refit_permutation_pilot200_summary.csv,move
resources/projects/prostate_biomarker_validation/model_workspace/confounder_refit_permutation_smoke2_null.csv,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/confounder_refit_permutation_smoke2_null.csv,move
resources/projects/prostate_biomarker_validation/model_workspace/confounder_refit_permutation_smoke2_summary.csv,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/confounder_refit_permutation_smoke2_summary.csv,move
resources/projects/prostate_biomarker_validation/model_workspace/download_llava_med.sh,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/download_llava_med.sh,move
resources/projects/prostate_biomarker_validation/model_workspace/download_quilt_llava.sh,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/download_quilt_llava.sh,move
resources/projects/prostate_biomarker_validation/model_workspace/fetch_tcga_prad_clinical_extra.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/fetch_tcga_prad_clinical_extra.py,move
resources/projects/prostate_biomarker_validation/model_workspace/leopard_conch_cache_run.log,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/leopard_conch_cache_run.log,move
resources/projects/prostate_biomarker_validation/model_workspace/leopard_virchow_cache_run.log,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/leopard_virchow_cache_run.log,move
resources/projects/prostate_biomarker_validation/model_workspace/marker7_calibration_3y_5y.csv,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/marker7_calibration_3y_5y.csv,move
resources/projects/prostate_biomarker_validation/model_workspace/marker7_clinical_hierarchy_delta.csv,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/marker7_clinical_hierarchy_delta.csv,move
resources/projects/prostate_biomarker_validation/model_workspace/marker7_clinical_hierarchy_missingness.csv,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/marker7_clinical_hierarchy_missingness.csv,move
resources/projects/prostate_biomarker_validation/model_workspace/marker7_clinical_hierarchy_predictions.csv,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/marker7_clinical_hierarchy_predictions.csv,move
resources/projects/prostate_biomarker_validation/model_workspace/marker7_clinical_hierarchy_summary.csv,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/marker7_clinical_hierarchy_summary.csv,move
resources/projects/prostate_biomarker_validation/model_workspace/marker7_common_source_membership_manifest.csv,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/marker7_common_source_membership_manifest.csv,move
resources/projects/prostate_biomarker_validation/model_workspace/marker7_common_source_sensitivity_cells.csv,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/marker7_common_source_sensitivity_cells.csv,move
resources/projects/prostate_biomarker_validation/model_workspace/marker7_common_source_sensitivity_paired_deltas.csv,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/marker7_common_source_sensitivity_paired_deltas.csv,move
resources/projects/prostate_biomarker_validation/model_workspace/marker7_common_source_sensitivity_run_config.json,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/marker7_common_source_sensitivity_run_config.json,move
resources/projects/prostate_biomarker_validation/model_workspace/marker7_common_source_sensitivity_run_manifest.csv,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/marker7_common_source_sensitivity_run_manifest.csv,move
resources/projects/prostate_biomarker_validation/model_workspace/marker7_extended_confounder_summary.csv,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/marker7_extended_confounder_summary.csv,move
resources/projects/prostate_biomarker_validation/model_workspace/marker7_survival_bootstrap_replicates.csv,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/marker7_survival_bootstrap_replicates.csv,move
resources/projects/prostate_biomarker_validation/model_workspace/marker7_survival_common_cohort_summary.csv,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/marker7_survival_common_cohort_summary.csv,move
resources/projects/prostate_biomarker_validation/model_workspace/marker7_survival_fold_diagnostics.csv,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/marker7_survival_fold_diagnostics.csv,move
resources/projects/prostate_biomarker_validation/model_workspace/marker7_survival_oof_survival_predictions.csv,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/marker7_survival_oof_survival_predictions.csv,move
resources/projects/prostate_biomarker_validation/model_workspace/marker7_survival_paired_deltas.csv,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/marker7_survival_paired_deltas.csv,move
resources/projects/prostate_biomarker_validation/model_workspace/marker7_survival_paired_run_config.json,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/marker7_survival_paired_run_config.json,move
resources/projects/prostate_biomarker_validation/model_workspace/marker7_survival_paired_run_manifest.csv,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/marker7_survival_paired_run_manifest.csv,move
resources/projects/prostate_biomarker_validation/model_workspace/marker7_td_auc_curve.csv,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/marker7_td_auc_curve.csv,move
resources/projects/prostate_biomarker_validation/model_workspace/panda_conch_cache_run.log,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/panda_conch_cache_run.log,move
resources/projects/prostate_biomarker_validation/model_workspace/pfi_endpoint_concordance.csv,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/pfi_endpoint_concordance.csv,move
resources/projects/prostate_biomarker_validation/model_workspace/pfi_performance_summary.csv,prostate_biomarker_validation,projects/prostate_biomarker_validation/outputs/legacy/pfi_performance_summary.csv,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_ar_site_forest.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_ar_site_forest.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_clip_grid_outlier.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_clip_grid_outlier.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_clip_nadt_pin4.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_clip_nadt_pin4.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_clip_patch_outlier.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_clip_patch_outlier.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_clip_patch_outlier_all4.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_clip_patch_outlier_all4.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_clip_similarity_all4.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_clip_similarity_all4.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_clip_similarity_feature.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_clip_similarity_feature.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_conch_leopard_embed.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_conch_leopard_embed.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_conch_linear_probe.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_conch_linear_probe.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_conch_nadt_erg_probe.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_conch_nadt_erg_probe.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_conch_nadt_fusion.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_conch_nadt_fusion.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_conch_nadt_mil.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_conch_nadt_mil.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_conch_nadt_mil_compare.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_conch_nadt_mil_compare.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_conch_nadt_mil_seeds.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_conch_nadt_mil_seeds.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_conch_nadt_phenotype.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_conch_nadt_phenotype.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_conch_nadt_probe.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_conch_nadt_probe.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_conch_panda_external.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_conch_panda_external.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_conch_panda_fusion_nn.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_conch_panda_fusion_nn.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_conch_panda_phenotype_external.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_conch_panda_phenotype_external.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_conch_sicap_diagnostic.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_conch_sicap_diagnostic.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_conch_similarity_feature.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_conch_similarity_feature.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_conch_tcga_prad_erg.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_conch_tcga_prad_erg.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_conch_tcga_prad_extra_markers.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_conch_tcga_prad_extra_markers.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_conch_tcga_prad_multi.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_conch_tcga_prad_multi.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_conch_tcga_prad_tumor_focused.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_conch_tcga_prad_tumor_focused.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_conch_virchow_tcga_prad_ensemble.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_conch_virchow_tcga_prad_ensemble.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_confounder_audit.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_confounder_audit.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_confounder_audit_nested.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_confounder_audit_nested.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_confounder_audit_nested_virchow.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_confounder_audit_nested_virchow.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_confounder_permutation.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_confounder_permutation.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_confounder_refit_permutation.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_confounder_refit_permutation.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_leopard_direct_recurrence.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_leopard_direct_recurrence.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_leopard_marker_scores.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_leopard_marker_scores.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_leopard_recurrence_tile_viz.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_leopard_recurrence_tile_viz.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_leopard_survival_3pool.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_leopard_survival_3pool.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_llava_med_smoketest.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_llava_med_smoketest.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_marker7_clinical_hierarchy.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_marker7_clinical_hierarchy.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_marker7_confounder_audit.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_marker7_confounder_audit.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_marker7_survival_curves.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_marker7_survival_curves.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_precise_pni_candidates.py,precise_pni_candidate_triage,projects/precise_pni_candidate_triage/code/pilot_precise_pni_candidates.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_precise_spatial_facevalidity.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_precise_spatial_facevalidity.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_quilt_llava_conversation.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_quilt_llava_conversation.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_quilt_llava_forced_pairwise.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_quilt_llava_forced_pairwise.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_quilt_llava_ranking.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_quilt_llava_ranking.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_quilt_llava_test.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_quilt_llava_test.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_qwk_comparison.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_qwk_comparison.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_sicap_shape_feature.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_sicap_shape_feature.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_spop_classweight_ablation.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_spop_classweight_ablation.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_statistical_corrections.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_statistical_corrections.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_tcga_multiassay_concordance.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_tcga_multiassay_concordance.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_tcga_prad_label_benchmark.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_tcga_prad_label_benchmark.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_tcga_prad_recurrence_external.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_tcga_prad_recurrence_external.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_tcga_prad_recurrence_external_virchow.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_tcga_prad_recurrence_external_virchow.py,move
resources/projects/prostate_biomarker_validation/model_workspace/pilot_tcga_prad_scale_tile_sensitivity.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_tcga_prad_scale_tile_sensitivity.py,move
