current_path,project,proposed_path,action
infrastructure/packages/vlm_pathology_metrics/src/vlm_pathology_metrics/__init__.py,SHARED_PACKAGE,infrastructure/packages/vlm_pathology_metrics/src/vlm_pathology_metrics/__init__.py,retain
infrastructure/packages/vlm_pathology_metrics/src/vlm_pathology_metrics/__main__.py,SHARED_PACKAGE,infrastructure/packages/vlm_pathology_metrics/src/vlm_pathology_metrics/__main__.py,retain
infrastructure/packages/vlm_pathology_metrics/src/vlm_pathology_metrics/catalog.py,SHARED_PACKAGE,infrastructure/packages/vlm_pathology_metrics/src/vlm_pathology_metrics/catalog.py,retain
infrastructure/packages/vlm_pathology_metrics/src/vlm_pathology_metrics/core.py,SHARED_PACKAGE,infrastructure/packages/vlm_pathology_metrics/src/vlm_pathology_metrics/core.py,retain
infrastructure/packages/vlm_pathology_metrics/src/vlm_pathology_metrics/survey.py,SHARED_PACKAGE,infrastructure/packages/vlm_pathology_metrics/src/vlm_pathology_metrics/survey.py,retain
infrastructure/packages/vlm_pathology_metrics/src/vlm_pathology_metrics/data/analysis/analysis_measure_catalog.tsv,SHARED_PACKAGE,infrastructure/packages/vlm_pathology_metrics/src/vlm_pathology_metrics/data/analysis/analysis_measure_catalog.tsv,retain
infrastructure/packages/vlm_pathology_metrics/src/vlm_pathology_metrics/data/legacy/medical_metric_catalog_flat_v0_3.tsv,SHARED_PACKAGE,infrastructure/packages/vlm_pathology_metrics/src/vlm_pathology_metrics/data/legacy/medical_metric_catalog_flat_v0_3.tsv,retain
infrastructure/packages/vlm_pathology_metrics/src/vlm_pathology_metrics/data/legacy/metric_catalog_113.tsv,SHARED_PACKAGE,infrastructure/packages/vlm_pathology_metrics/src/vlm_pathology_metrics/data/legacy/metric_catalog_113.tsv,retain
infrastructure/packages/vlm_pathology_metrics/src/vlm_pathology_metrics/data/medical/tier1_clinician_native.tsv,SHARED_PACKAGE,infrastructure/packages/vlm_pathology_metrics/src/vlm_pathology_metrics/data/medical/tier1_clinician_native.tsv,retain
infrastructure/packages/vlm_pathology_metrics/src/vlm_pathology_metrics/data/medical/tier2_clinician_anchored.tsv,SHARED_PACKAGE,infrastructure/packages/vlm_pathology_metrics/src/vlm_pathology_metrics/data/medical/tier2_clinician_anchored.tsv,retain
infrastructure/packages/vlm_pathology_metrics/src/vlm_pathology_metrics/data/medical/tier3_research_computational.tsv,SHARED_PACKAGE,infrastructure/packages/vlm_pathology_metrics/src/vlm_pathology_metrics/data/medical/tier3_research_computational.tsv,retain
infrastructure/packages/vlm_pathology_metrics/src/vlm_pathology_metrics/data/medical/tier4_model_derived.tsv,SHARED_PACKAGE,infrastructure/packages/vlm_pathology_metrics/src/vlm_pathology_metrics/data/medical/tier4_model_derived.tsv,retain
infrastructure/packages/vlm_pathology_metrics/src/vlm_pathology_metrics/data/survey/disease_metric_uses.tsv,SHARED_PACKAGE,infrastructure/packages/vlm_pathology_metrics/src/vlm_pathology_metrics/data/survey/disease_metric_uses.tsv,retain
infrastructure/packages/vlm_pathology_metrics/src/vlm_pathology_metrics/data/survey/metric_combinations.tsv,SHARED_PACKAGE,infrastructure/packages/vlm_pathology_metrics/src/vlm_pathology_metrics/data/survey/metric_combinations.tsv,retain
infrastructure/packages/vlm_pathology_metrics/src/vlm_pathology_metrics/data/survey/survey_references.tsv,SHARED_PACKAGE,infrastructure/packages/vlm_pathology_metrics/src/vlm_pathology_metrics/data/survey/survey_references.tsv,retain
infrastructure/packages/vlm_pathology_metrics/tests/test_vlm_pathology_metrics.py,SHARED_PACKAGE,infrastructure/packages/vlm_pathology_metrics/tests/test_vlm_pathology_metrics.py,retain
infrastructure/packages/vlm_pathology_metrics/web/README.md,SHARED_PACKAGE,infrastructure/packages/vlm_pathology_metrics/web/README.md,retain
infrastructure/packages/vlm_pathology_metrics/web/app.js,SHARED_PACKAGE,infrastructure/packages/vlm_pathology_metrics/web/app.js,retain
infrastructure/packages/vlm_pathology_metrics/web/index.html,SHARED_PACKAGE,infrastructure/packages/vlm_pathology_metrics/web/index.html,retain
infrastructure/packages/vlm_pathology_metrics/web/styles.css,SHARED_PACKAGE,infrastructure/packages/vlm_pathology_metrics/web/styles.css,retain
infrastructure/packages/vlm_pathology_metrics/web/data/catalog-data.js,SHARED_PACKAGE,infrastructure/packages/vlm_pathology_metrics/web/data/catalog-data.js,retain
infrastructure/scripts/audit_worktrees.py,REPOSITORY_OPERATIONS,infrastructure/scripts/audit_worktrees.py,retain
infrastructure/scripts/inventory_repository.py,REPOSITORY_OPERATIONS,infrastructure/scripts/inventory_repository.py,retain
infrastructure/scripts/validate_project_boundaries.py,REPOSITORY_OPERATIONS,infrastructure/scripts/validate_project_boundaries.py,retain
infrastructure/shared/README.md,SHARED_REGISTRY,infrastructure/shared/README.md,retain
infrastructure/shared/cohort_manifests/prostate_biomarker_cohort_manifest.csv,SHARED_REGISTRY,infrastructure/shared/cohort_manifests/prostate_biomarker_cohort_manifest.csv,retain
infrastructure/shared/model_registry/README.md,SHARED_REGISTRY,infrastructure/shared/model_registry/README.md,retain
infrastructure/shared/provenance/README.md,SHARED_REGISTRY,infrastructure/shared/provenance/README.md,retain
infrastructure/shared/schemas/README.md,SHARED_REGISTRY,infrastructure/shared/schemas/README.md,retain
infrastructure/tests/README.md,REPOSITORY_INTEGRATION,infrastructure/tests/README.md,retain
infrastructure/tests/test_project_boundaries.py,REPOSITORY_INTEGRATION,infrastructure/tests/test_project_boundaries.py,retain
infrastructure/tests/test_worktree_registry.py,REPOSITORY_INTEGRATION,infrastructure/tests/test_worktree_registry.py,retain
projects/precise_pni_candidate_triage/AGENTS.md,precise_pni_candidate_triage,projects/precise_pni_candidate_triage/AGENTS.md,already_reorganized
projects/precise_pni_candidate_triage/CLAIM_BOUNDARIES.md,precise_pni_candidate_triage,projects/precise_pni_candidate_triage/CLAIM_BOUNDARIES.md,already_reorganized
projects/precise_pni_candidate_triage/MILESTONES.md,precise_pni_candidate_triage,projects/precise_pni_candidate_triage/MILESTONES.md,already_reorganized
projects/precise_pni_candidate_triage/PROJECT.yaml,precise_pni_candidate_triage,projects/precise_pni_candidate_triage/PROJECT.yaml,already_reorganized
projects/precise_pni_candidate_triage/README.md,precise_pni_candidate_triage,projects/precise_pni_candidate_triage/README.md,already_reorganized
projects/precise_pni_candidate_triage/code/candidate_visualization/build_precise_pni_review_html.py,precise_pni_candidate_triage,projects/precise_pni_candidate_triage/code/candidate_visualization/build_precise_pni_review_html.py,already_reorganized
projects/precise_pni_candidate_triage/code/candidate_visualization/pilot_precise_pni_candidates.py,precise_pni_candidate_triage,projects/precise_pni_candidate_triage/code/candidate_visualization/pilot_precise_pni_candidates.py,already_reorganized
projects/precise_pni_candidate_triage/code/candidate_visualization/pilot_precise_spatial_facevalidity.py,precise_pni_candidate_triage,projects/precise_pni_candidate_triage/code/candidate_visualization/pilot_precise_spatial_facevalidity.py,already_reorganized
projects/precise_pni_candidate_triage/code/contour_review/build_precise_pni_contour_review.py,precise_pni_candidate_triage,projects/precise_pni_candidate_triage/code/contour_review/build_precise_pni_contour_review.py,already_reorganized
projects/precise_pni_candidate_triage/code/frozen_score_audit/audit_precise_pni_frozen_scores.py,precise_pni_candidate_triage,projects/precise_pni_candidate_triage/code/frozen_score_audit/audit_precise_pni_frozen_scores.py,already_reorganized
projects/precise_pni_candidate_triage/code/morphology_rereview/build_precise_pni_morphology_review.py,precise_pni_candidate_triage,projects/precise_pni_candidate_triage/code/morphology_rereview/build_precise_pni_morphology_review.py,already_reorganized
projects/precise_pni_candidate_triage/docs/designs/2026-08-05-precise-pni-frozen-score-audit-design.md,precise_pni_candidate_triage,projects/precise_pni_candidate_triage/docs/designs/2026-08-05-precise-pni-frozen-score-audit-design.md,already_reorganized
projects/precise_pni_candidate_triage/docs/designs/2026-08-06-precise-pni-morphology-rereview-design.md,precise_pni_candidate_triage,projects/precise_pni_candidate_triage/docs/designs/2026-08-06-precise-pni-morphology-rereview-design.md,already_reorganized
projects/precise_pni_candidate_triage/docs/designs/2026-08-06-precise-pni-pathologist-memo-roadmap-design.md,precise_pni_candidate_triage,projects/precise_pni_candidate_triage/docs/designs/2026-08-06-precise-pni-pathologist-memo-roadmap-design.md,already_reorganized
projects/precise_pni_candidate_triage/docs/pathologist_protocol/PRECISE_PNI_CONTOUR_PROTOCOL_KO.md,precise_pni_candidate_triage,projects/precise_pni_candidate_triage/docs/pathologist_protocol/PRECISE_PNI_CONTOUR_PROTOCOL_KO.md,already_reorganized
projects/precise_pni_candidate_triage/docs/pathologist_protocol/PRECISE_PNI_MORPHOLOGY_REREVIEW_PATHOLOGIST_MEMO_KO.md,precise_pni_candidate_triage,projects/precise_pni_candidate_triage/docs/pathologist_protocol/PRECISE_PNI_MORPHOLOGY_REREVIEW_PATHOLOGIST_MEMO_KO.md,already_reorganized
projects/precise_pni_candidate_triage/docs/plans/2026-08-05-precise-pni-frozen-score-audit.md,precise_pni_candidate_triage,projects/precise_pni_candidate_triage/docs/plans/2026-08-05-precise-pni-frozen-score-audit.md,already_reorganized
projects/precise_pni_candidate_triage/docs/plans/2026-08-06-precise-pni-morphology-rereview.md,precise_pni_candidate_triage,projects/precise_pni_candidate_triage/docs/plans/2026-08-06-precise-pni-morphology-rereview.md,already_reorganized
projects/precise_pni_candidate_triage/docs/plans/2026-08-06-precise-pni-pathologist-handoff-memo.md,precise_pni_candidate_triage,projects/precise_pni_candidate_triage/docs/plans/2026-08-06-precise-pni-pathologist-handoff-memo.md,already_reorganized
projects/precise_pni_candidate_triage/docs/project_plan/11_PRECISE_PNI_PROJECT_PURPOSE_GOALS_MILESTONES_KO.md,precise_pni_candidate_triage,projects/precise_pni_candidate_triage/docs/project_plan/11_PRECISE_PNI_PROJECT_PURPOSE_GOALS_MILESTONES_KO.md,already_reorganized
projects/precise_pni_candidate_triage/docs/project_plan/PNI관련연구.md,precise_pni_candidate_triage,projects/precise_pni_candidate_triage/docs/project_plan/PNI관련연구.md,already_reorganized
projects/precise_pni_candidate_triage/manifests/README.md,precise_pni_candidate_triage,projects/precise_pni_candidate_triage/manifests/README.md,already_reorganized
projects/precise_pni_candidate_triage/paper/README.md,precise_pni_candidate_triage,projects/precise_pni_candidate_triage/paper/README.md,already_reorganized
projects/precise_pni_candidate_triage/reports/README.md,precise_pni_candidate_triage,projects/precise_pni_candidate_triage/reports/README.md,already_reorganized
projects/precise_pni_candidate_triage/tests/test_precise_pni_contour_review.py,precise_pni_candidate_triage,projects/precise_pni_candidate_triage/tests/test_precise_pni_contour_review.py,already_reorganized
projects/precise_pni_candidate_triage/tests/test_precise_pni_frozen_score_audit.py,precise_pni_candidate_triage,projects/precise_pni_candidate_triage/tests/test_precise_pni_frozen_score_audit.py,already_reorganized
projects/precise_pni_candidate_triage/tests/test_precise_pni_morphology_review.py,precise_pni_candidate_triage,projects/precise_pni_candidate_triage/tests/test_precise_pni_morphology_review.py,already_reorganized
projects/prostate_biomarker_validation/AGENTS.md,prostate_biomarker_validation,projects/prostate_biomarker_validation/AGENTS.md,already_reorganized
projects/prostate_biomarker_validation/CLAIM_BOUNDARIES.md,prostate_biomarker_validation,projects/prostate_biomarker_validation/CLAIM_BOUNDARIES.md,already_reorganized
projects/prostate_biomarker_validation/MILESTONES.md,prostate_biomarker_validation,projects/prostate_biomarker_validation/MILESTONES.md,already_reorganized
projects/prostate_biomarker_validation/PROJECT.yaml,prostate_biomarker_validation,projects/prostate_biomarker_validation/PROJECT.yaml,already_reorganized
projects/prostate_biomarker_validation/README.md,prostate_biomarker_validation,projects/prostate_biomarker_validation/README.md,already_reorganized
projects/prostate_biomarker_validation/code/legacy/aggregate_stability_grid.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/aggregate_stability_grid.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/build_ar_spop_evidence_closure.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/build_ar_spop_evidence_closure.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/build_marker7_survival_paired_analysis.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/build_marker7_survival_paired_analysis.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/build_revision_global_fdr.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/build_revision_global_fdr.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/build_revision_p0_artifacts.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/build_revision_p0_artifacts.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/build_stability_grid_spec.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/build_stability_grid_spec.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/build_tcga_cdr_pfi_evidence.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/build_tcga_cdr_pfi_evidence.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/download_llava_med.sh,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/download_llava_med.sh,already_reorganized
projects/prostate_biomarker_validation/code/legacy/download_quilt_llava.sh,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/download_quilt_llava.sh,already_reorganized
projects/prostate_biomarker_validation/code/legacy/fetch_tcga_prad_clinical_extra.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/fetch_tcga_prad_clinical_extra.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_ar_site_forest.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_ar_site_forest.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_clip_grid_outlier.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_clip_grid_outlier.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_clip_nadt_pin4.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_clip_nadt_pin4.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_clip_patch_outlier.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_clip_patch_outlier.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_clip_patch_outlier_all4.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_clip_patch_outlier_all4.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_clip_similarity_all4.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_clip_similarity_all4.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_clip_similarity_feature.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_clip_similarity_feature.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_conch_leopard_embed.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_conch_leopard_embed.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_conch_linear_probe.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_conch_linear_probe.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_conch_nadt_erg_probe.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_conch_nadt_erg_probe.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_conch_nadt_fusion.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_conch_nadt_fusion.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_conch_nadt_mil.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_conch_nadt_mil.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_conch_nadt_mil_compare.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_conch_nadt_mil_compare.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_conch_nadt_mil_seeds.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_conch_nadt_mil_seeds.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_conch_nadt_phenotype.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_conch_nadt_phenotype.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_conch_nadt_probe.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_conch_nadt_probe.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_conch_panda_external.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_conch_panda_external.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_conch_panda_fusion_nn.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_conch_panda_fusion_nn.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_conch_panda_phenotype_external.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_conch_panda_phenotype_external.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_conch_sicap_diagnostic.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_conch_sicap_diagnostic.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_conch_similarity_feature.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_conch_similarity_feature.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_conch_tcga_prad_erg.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_conch_tcga_prad_erg.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_conch_tcga_prad_extra_markers.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_conch_tcga_prad_extra_markers.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_conch_tcga_prad_multi.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_conch_tcga_prad_multi.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_conch_tcga_prad_tumor_focused.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_conch_tcga_prad_tumor_focused.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_conch_virchow_tcga_prad_ensemble.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_conch_virchow_tcga_prad_ensemble.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_confounder_audit.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_confounder_audit.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_confounder_audit_nested.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_confounder_audit_nested.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_confounder_audit_nested_virchow.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_confounder_audit_nested_virchow.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_confounder_permutation.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_confounder_permutation.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_confounder_refit_permutation.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_confounder_refit_permutation.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_leopard_direct_recurrence.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_leopard_direct_recurrence.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_leopard_marker_scores.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_leopard_marker_scores.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_leopard_recurrence_tile_viz.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_leopard_recurrence_tile_viz.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_leopard_survival_3pool.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_leopard_survival_3pool.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_llava_med_smoketest.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_llava_med_smoketest.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_marker7_clinical_hierarchy.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_marker7_clinical_hierarchy.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_marker7_confounder_audit.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_marker7_confounder_audit.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_marker7_survival_curves.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_marker7_survival_curves.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_quilt_llava_conversation.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_quilt_llava_conversation.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_quilt_llava_forced_pairwise.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_quilt_llava_forced_pairwise.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_quilt_llava_ranking.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_quilt_llava_ranking.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_quilt_llava_test.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_quilt_llava_test.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_qwk_comparison.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_qwk_comparison.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_sicap_shape_feature.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_sicap_shape_feature.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_spop_classweight_ablation.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_spop_classweight_ablation.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_statistical_corrections.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_statistical_corrections.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_tcga_multiassay_concordance.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_tcga_multiassay_concordance.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_tcga_prad_label_benchmark.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_tcga_prad_label_benchmark.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_tcga_prad_recurrence_external.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_tcga_prad_recurrence_external.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_tcga_prad_recurrence_external_virchow.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_tcga_prad_recurrence_external_virchow.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_tcga_prad_scale_tile_sensitivity.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_tcga_prad_scale_tile_sensitivity.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_tcga_prad_site_split.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_tcga_prad_site_split.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_virchow_leopard_embed.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_virchow_leopard_embed.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_virchow_nadt_erg.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_virchow_nadt_erg.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_virchow_nadt_phenotype.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_virchow_nadt_phenotype.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_virchow_nadt_phenotype_lvl3.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_virchow_nadt_phenotype_lvl3.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_virchow_nadt_probe.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_virchow_nadt_probe.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_virchow_nadt_probe_lvl3.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_virchow_nadt_probe_lvl3.py,already_reorganized
projects/prostate_biomarker_validation/code/legacy/pilot_virchow_panda_external.py,prostate_biomarker_validation,projects/prostate_biomarker_validation/code/legacy/pilot_virchow_panda_external.py,already_reorganized
